target,guess_count,memory,strategy
junta,3,False,Strategy.ENTROPIC
leper,3,False,Strategy.ENTROPIC
dirty,3,False,Strategy.ENTROPIC
spiky,4,False,Strategy.ENTROPIC
ninny,3,False,Strategy.ENTROPIC
felon,3,False,Strategy.ENTROPIC
rarer,7,False,Strategy.ENTROPIC
trump,4,False,Strategy.ENTROPIC
rajah,3,False,Strategy.ENTROPIC
vogue,3,False,Strategy.ENTROPIC
dully,4,False,Strategy.ENTROPIC
tulle,3,False,Strategy.ENTROPIC
fence,3,False,Strategy.ENTROPIC
couch,7,False,Strategy.ENTROPIC
grave,5,False,Strategy.ENTROPIC
bushy,4,False,Strategy.ENTROPIC
trunk,5,False,Strategy.ENTROPIC
clank,3,False,Strategy.ENTROPIC
dumpy,3,False,Strategy.ENTROPIC
dough,4,False,Strategy.ENTROPIC
clued,3,False,Strategy.ENTROPIC
nosey,4,False,Strategy.ENTROPIC
weigh,3,False,Strategy.ENTROPIC
slurp,3,False,Strategy.ENTROPIC
latch,4,False,Strategy.ENTROPIC
octal,4,False,Strategy.ENTROPIC
gayly,4,False,Strategy.ENTROPIC
bible,4,False,Strategy.ENTROPIC
vicar,4,False,Strategy.ENTROPIC
singe,3,False,Strategy.ENTROPIC
utile,2,False,Strategy.ENTROPIC
shalt,3,False,Strategy.ENTROPIC
furor,4,False,Strategy.ENTROPIC
segue,4,False,Strategy.ENTROPIC
drown,2,False,Strategy.ENTROPIC
ficus,4,False,Strategy.ENTROPIC
spunk,4,False,Strategy.ENTROPIC
oaken,4,False,Strategy.ENTROPIC
fight,3,False,Strategy.ENTROPIC
gavel,4,False,Strategy.ENTROPIC
sloop,4,False,Strategy.ENTROPIC
diver,4,False,Strategy.ENTROPIC
smoky,4,False,Strategy.ENTROPIC
riser,3,False,Strategy.ENTROPIC
valor,5,False,Strategy.ENTROPIC
slink,5,False,Strategy.ENTROPIC
payee,5,False,Strategy.ENTROPIC
lobby,3,False,Strategy.ENTROPIC
waxen,5,False,Strategy.ENTROPIC
parse,4,False,Strategy.ENTROPIC
mucus,4,False,Strategy.ENTROPIC
basal,4,False,Strategy.ENTROPIC
tatty,7,False,Strategy.ENTROPIC
brunt,3,False,Strategy.ENTROPIC
