target,guess_count,memory,strategy
junta,3,True,Strategy.ENTROPIC
leper,3,True,Strategy.ENTROPIC
dirty,2,True,Strategy.ENTROPIC
spiky,2,True,Strategy.ENTROPIC
ninny,3,True,Strategy.ENTROPIC
felon,2,True,Strategy.ENTROPIC
rarer,3,True,Strategy.ENTROPIC
trump,3,True,Strategy.ENTROPIC
rajah,3,True,Strategy.ENTROPIC
vogue,2,True,Strategy.ENTROPIC
dully,2,True,Strategy.ENTROPIC
tulle,2,True,Strategy.ENTROPIC
fence,3,True,Strategy.ENTROPIC
couch,4,True,Strategy.ENTROPIC
grave,2,True,Strategy.ENTROPIC
bushy,3,True,Strategy.ENTROPIC
trunk,3,True,Strategy.ENTROPIC
clank,3,True,Strategy.ENTROPIC
dumpy,2,True,Strategy.ENTROPIC
dough,2,True,Strategy.ENTROPIC
clued,2,True,Strategy.ENTROPIC
nosey,2,True,Strategy.ENTROPIC
weigh,2,True,Strategy.ENTROPIC
slurp,2,True,Strategy.ENTROPIC
latch,2,True,Strategy.ENTROPIC
octal,2,True,Strategy.ENTROPIC
gayly,2,True,Strategy.ENTROPIC
bible,3,True,Strategy.ENTROPIC
vicar,2,True,Strategy.ENTROPIC
singe,2,True,Strategy.ENTROPIC
utile,2,True,Strategy.ENTROPIC
shalt,2,True,Strategy.ENTROPIC
furor,2,True,Strategy.ENTROPIC
segue,2,True,Strategy.ENTROPIC
drown,3,True,Strategy.ENTROPIC
ficus,2,True,Strategy.ENTROPIC
spunk,2,True,Strategy.ENTROPIC
oaken,3,True,Strategy.ENTROPIC
fight,2,True,Strategy.ENTROPIC
gavel,2,True,Strategy.ENTROPIC
sloop,2,True,Strategy.ENTROPIC
diver,2,True,Strategy.ENTROPIC
smoky,3,True,Strategy.ENTROPIC
riser,2,True,Strategy.ENTROPIC
valor,2,True,Strategy.ENTROPIC
slink,2,True,Strategy.ENTROPIC
payee,2,True,Strategy.ENTROPIC
lobby,2,True,Strategy.ENTROPIC
waxen,2,True,Strategy.ENTROPIC
parse,2,True,Strategy.ENTROPIC
mucus,2,True,Strategy.ENTROPIC
basal,2,True,Strategy.ENTROPIC
tatty,2,True,Strategy.ENTROPIC
brunt,1,True,Strategy.ENTROPIC
